：“	;q
⊕	ofux
⊙	ofux
⊥	ofux
⊿	ofux
中数u	ofv
㈠	ofvu
㈡	ofvu
㈢	ofvu
㈣	ofvu
㈤	ofvu
㈥	ofvu
㈦	ofvu
㈧	ofvu
㈨	ofvu
㈩	ofvu
注音y	ofv
ㄅ	ofvy
ㄆ	ofvy
ㄇ	ofvy
ㄈ	ofvy
ㄉ	ofvy
ㄊ	ofvy
ㄋ	ofvy
ㄌ	ofvy
ㄍ	ofvy
ㄎ	ofvy
ㄏ	ofvy
ㄐ	ofvy
ㄑ	ofvy
ㄒ	ofvy
ㄓ	ofvy
ㄔ	ofvy
ㄕ	ofvy
ㄖ	ofvy
ㄗ	ofvy
ㄘ	ofvy
ㄙ	ofvy
ㄧ	ofvy
ㄨ	ofvy
ㄩ	ofvy
ㄚ	ofvy
ㄛ	ofvy
ㄜ	ofvy
ㄝ	ofvy
ㄞ	ofvy
ㄟ	ofvy
ㄠ	ofvy
ㄡ	ofvy
ㄢ	ofvy
ㄣ	ofvy
ㄤ	ofvy
ㄥ	ofvy
ㄦ	ofvy
希大d	ofx
Α	ofxd
Β	ofxd
Γ	ofxd
Δ	ofxd
Ε	ofxd
Ζ	ofxd
Η	ofxd
Θ	ofxd
Ι	ofxd
Κ	ofxd
Λ	ofxd
Μ	ofxd
Ν	ofxd
Ξ	ofxd
Ο	ofxd
Π	ofxd
Ρ	ofxd
Σ	ofxd
Τ	ofxd
Υ	ofxd
Φ	ofxd
Χ	ofxd
Ψ	ofxd
Ω	ofxd
希小x	ofx
α	ofxx
β	ofxx
γ	ofxx
δ	ofxx
ε	ofxx
ζ	ofxx
η	ofxx
θ	ofxx
ι	ofxx
κ	ofxx
λ	ofxx
μ	ofxx
ν	ofxx
ξ	ofxx
ο	ofxx
π	ofxx
ρ	ofxx
σ	ofxx
τ	ofxx
υ	ofxx
φ	ofxx
χ	ofxx
ψ	ofxx
ω	ofxx
圆数u	ofy
①	ofyu
②	ofyu
③	ofyu
④	ofyu
⑤	ofyu
⑥	ofyu
⑦	ofyu
⑧	ofyu
⑨	ofyu
⑩	ofyu
制表b	ofv
┌	ofvb
└	ofvb
┐	ofvb
┘	ofvb
─	ofvb
│	ofvb
├	ofvb
┤	ofvb
┬	ofvb
┴	ofvb
┼	ofvb
上标b	ofu
¹	ofub
²	ofub
³	ofub
⁴	ofub
⁵	ofub
⁶	ofub
⁷	ofub
⁸	ofub
⁹	ofub
⁰	ofub
⁺	ofub
⁻	ofub
⁼	ofub
⁽	ofub
⁾	ofub
ⁿ	ofub
ˣ	ofub
下标b	ofx
₁	ofxb
₂	ofxb
₃	ofxb
₄	ofxb
₅	ofxb
₆	ofxb
₇	ofxb
₈	ofxb
₉	ofxb
₀	ofxb
₊	ofxb
₋	ofxb
₌	ofxb
₍	ofxb
₎	ofxb
ₙ	ofxb
ₓ	ofxb
安装	a
比较	b
词库	c
大概	d
嗯嗯	e
复杂	f
关系	g
忽略	h
重新	i
键盘	j
可以	k
理解	l
目录	m
内容	n
哦哦	o
便宜	p
其他	q
然后	r
所有	s
提供	t
时候	u
直接	v
位置	w
显示	x
有时	y
自动	z
为什么	wsm
无差别	wibp
干什么	gsme
魔改	mogd
早八	zcba
錒	aacr
𨉚	aahu
𨉚	aahv
𥥩	aajr
𠼞	aaom
𱚱	aasi
昻	ahal
𣉗	ahat
䀚	ahbl
骯	ahbn
𦫫	ahcu
㭿	ahdl
枊	ahdl
𣖮	ahdt
𡕉	ahgu
𩑝	ahhc
䇦	ahhk
𢓋	ahhl
𤭒	ahin
㼜	ahln
醠	ahmt
𩔘	ahnc
𩜟	ahol
𠵫	ahrl
𠹃	ahrt
䭹	ahsl
䭺	ahsn
𩉰	ahtb
䒢	ahtl
䩕	ahtl
岇	ahul
𡵙	ahul
昹	aiae
曖	aiae
閡	aiao
𢟪	aiap
𣉼	aiat
𣋞	aiat
𨶂	aiat
䑂	aibc
愛	aibe
瞹	aibe
𪇈	aibf
䝽	aibg
䀳	aibl
𩪂	aibt
𧵨	aibv
鑀	aice
銰	aick
鎄	aicv
𣜬	aide
𣝅	aido
溾	aiei
溰	aiet
濭	aiet
𰛥	aieu
㶼	aifk
𦥂	aigg
㘷	aigk
塧	aigt
壒	aigt
𭏦	aigt
𡉓	aigv
皧	aihe
𥡽	aihe
𥴨	aihe
𫂖	aihe
䠹	aiho
𢟪	aihp
䅬	aiht
皚	aiht
𦩴	aiht
躷	aihv
馤	aihv
𪕭	aihv
𬤩	aiio
㢊	aiir
凒	aiit
𥤦	aije
𤢵	aikb
㿄	aike
𤻢	aike
㾢	aiko
𤸳	aikt
𤸖	aikv
𧓁	aile
𧏹	ailo
𩫇	aimb
璦	aime
靉	aime
㕌	aimi
𧰿	aimk
𩈋	aiml
硋	aimo
礙	aimo
㤅	aimp
㱯	aimt
𣩱	aimt
𧡋	aimu
䨠	aimv
靄	aimv
鱫	aine
𫘤	aink
𮩝	ainv
僾	aioe
𫣊	aioe
𰾭	aioe
𠊎	aiog
伌	aiou
餲	aiov
懓	aipe
𭞄	aipe
懝	aipo
𢟰	aipo
𢣕	aipp
𣤃	aips
㦈	aipt
𢣏	aipt
捱	aiqg
𢰇	aiqk
𠳳	aird
噯	aire
啀	airg
嘊	airg
𡁍	airo
㗒	airv
騃	aisk
𦗐	aiso
𦗍	aiss
𩮖	aist
𡰽	aisu
薆	aite
𫉁	aite
鴱	aitf
𦥈	aitg
𱉪	aitm
䔽	aitv
藹	aitv
敱	aiue
敳	aiuk
𮲔	aiuk
𡶃	aiun
嬡	aive
娾	aivg
娭	aivk
𡟓	aivv
㝶	aiwi
譺	aiyo
䶣	aiyt
𧪚	aiyt
𬺃	aiyu
譪	aiyv
闇	anaa
晻	anau
㫨	anav
晻	anav
腤	anba
䯥	anbf
豻	anbj
貋	anbj
錌	ancj
銨	ancv
𣚖	andu
𣚖	andv
𤃷	anea
𣽥	anec
𣵱	aneg
洝	anev
𡎑	angh
堓	angj
䬓	anha
𧖮	anha
𫗊	anha
𥳬	anhf
㸩	anhj
䅖	anhu
馣	anhu
䅖	anhv
馣	anhv
𤜁	anip
𡪙	anjb
䅁	anjd
鞌	anjj
䢿	anjl
𡪁	anjr
䀂	anjt
𥦍	anjt
鵪	ankf
𡯏	ankj
𤟉	ankj
𤞿	ankk
𣣚	anko
㞄	anku
痷	anku
㞄	ankv
痷	ankv
𬮴	anla
𣆛	anma
𩈴	anma
㱘	anmm
玵	anmm
雸	anmm
𩅝	anmu
𩅝	anmv
隌	anna
鿷	anna
𩹎	anna
𬴁	annj
鮟	annv
韽	anoa
𥏮	anoa
儑	anof
𪁟	anof
𠉬	anom
𱊣	anom
盫	anot
𱏋	anou
侒	anov
𱏋	anov
揞	anqa
𢰍	anqf
𠽪	anra
𠰑	anrj
啽	anrt
䮗	ansj
𨲊	ansj
𩭢	ansj
萻	anta
葊	antt
菴	antu
蓭	antu
𦺽	antu
荌	antv
菴	antv
蓭	antv
𦺽	antv
𩓤	anuc
㟁	anuj
𡹼	anur
𡽜	anur
峖	anuv
㛺	anva
婩	anvj
媕	anvt
㜝	anvw
罯	anwa
㽢	anwu
㽢	anwv
諳	anya
𧮍	anya
䜙	anyf
鶕	anyf
𬸝	anym
誝	anyr
𪘒	anyr
𧩸	anyt
𧫥	anyu
𧫥	anyv
𧫧	anyw
䐿	aobk
䯠	aobt
䥝	aocp
梎	aodp
柪	aods
滶	aoek
𣷫	aoek
爊	aoff
𤏶	aofp
𧨲	aofr
𣊁	aoga
𩱏	aogb
䫨	aogc
𩕀	aogc
䵅	aoge
驁	aogf
鰲	aogf
鷔	aogf
㘬	aogi
𡊛	aogi
𢧴	aogi
𩘮	aogi
墺	aogk
𡏼	aogk
𱖎	aogk
䵅	aogn
㥿	aogp
摮	aogq
嗸	aogr
謷	aogr
㘭	aogs
𥂢	aogt
垇	aogu
嶅	aogu
鼇	aogu
嫯	aogv
𦪈	aogy
䴈	aohf
奧	aohk
𢕟	aohk
翶	aohm
翺	aohm
𬸩	aohm
嶴	aohu
𬣦	aoid
𥜌	aoik
𫍵	aoik
𬤡	aoik
軪	aojs
獓	aokk
𤺾	aokk
襖	aolk
𢁱	aolk
厫	aomk
磝	aomk
𥜌	aomk
𱍛	aomr
𥑑	aoms
𩈏	aoms
𩑍	aomu
隞	aonk
𩼈	aonk
𩑤	aooc
鿫	aook
𩟇	aook
𰿁	aoop
㑃	aoos
㤇	aopk
慠	aopk
𣊁	aoqa
𩱏	aoqb
䫨	aoqc
𩕀	aoqc
䵅	aoqe
㩠	aoqf
驁	aoqf
鰲	aoqf
鷔	aoqf
𢧴	aoqi
𩘮	aoqi
扷	aoqk
擙	aoqk
𢳆	aoqk
𪉑	aoqm
䵅	aoqn
㥿	aoqp
摮	aoqq
嗸	aoqr
謷	aoqr
抝	aoqs
𥂢	aoqt
嶅	aoqu
鼇	aoqu
嫯	aoqv
𦪈	aoqy
㕭	aork
䦋	aosk
䮯	aosk
镺	aosk
𩮯	aosk
𦽀	aotc
𧅃	aotf
𩣻	aotf
𪁾	aotf
芺	aotk
蔜	aotk
䫜	aouc
𪃨	aouf
㟼	aouk
㠂	aouk
㠗	aouk
𬱮	aouo
岰	aous
㜜	aovk
㜩	aovk
媼	aovt
㿰	aoye
𩥊	aoyf
䜒	aoyk
謸	aoyk
𢻷	baae
𧎱	baai
𠛋	baan
巼	baap
𣬷	baau
㔜	babs
𧲧	babu
𩨜	babu
釟	bacc
釛	bacs
鈀	bacu
欛	badb
柭	bade
柭	badk
㭭	badn
㿬	badu
㶚	baeb
炦	bafe
炦	bafk
壩	bagb
𧺡	bagb
垻	bagc
坺	bage
墢	bage
𧺺	bage
坺	bagk
𧺺	bagk
𤜕	bagu
叐	bahe
颰	bahe
鼥	bahe
𩖽	bahe
𩙥	bahe
𫁂	bahi
颰	bahk
鼥	bahk
䆉	bahp
㸭	bahu
𣬶	bahu
𥝧	bahu
𦫙	bahu
犮	baie
𢇷	baie
䳊	baif
丷	baih
犮	baik
𢇷	baik
軷	baje
軷	bajk
𨊹	baju
𫐈	bake
夿	baku
𤜱	baku
𰹻	baku
䃻	bamb
覇	bamb
𩃴	bamb
玐	bamc
𤤒	bame
㺴	bamk
𤣸	bamk
𤤒	bamk
豝	bamu
鿱	bamu
鮊	bana
𩽷	banb
𬶻	banb
癹	bane
𱅄	bane
𩹏	bank
魞	bano
䰾	banu
弝	banu
𩠀	banu
仈	baoc
𫓥	baoc
𥎱	baoe
𫔆	baoi
𰦜	baoi
𥎱	baok
矲	baop
𰽖	baos
𩚥	baou
𢠭	bape
𢺞	baqb
𦓧	baqc
抜	baqe
䎬	baqi
䎱	baqp
䟦	bare
𧿏	bari
哵	barn
跁	baru
𠵺	baru
𩡩	basc
䮂	base
䮂	bask
㞎	basu
𢃳	basu
䩗	batb
茇	bate
𦳺	bate
𩊤	bate
䩻	batf
茇	batk
𦳺	batk
𩊤	batk
峇	baur
𡚭	bavc
紦	bavu
罷	bawp
詙	baye
䇑	bayj
詙	bayk
䶕	bayu
𫜨	bayu
𣉮	bbac
䐔	bbbb
臏	bbbc
髕	bbbc
鑌	bbcc
𧷟	bbcc
𣢏	bbco
㯽	bbdc
梹	bbdc
檳	bbdc
椕	bbdd
汃	bbec
濱	bbec
濵	bbec
瀕	bbec
𡦆	bbhd
𡧼	bbja
賓	bbjc
賔	bbjc
顮	bbjc
𪇕	bbjf
䨈	bbjg
𩴱	bbji
𱂸	bbjo
䚔	bbju
𡦻	bbju
𣰨	bbju
㻞	bbmb
殯	bbmc
瑸	bbmc
璸	bbmc
𩆱	bbmd
砏	bbmh
霦	bbmh
豩	bbmo
䧬	bbnc
𨽗	bbnc
氞	bbob
儐	bboc
𧸈	bbpc
𢲰	bbqa
擯	bbqc
𠴇	bbrc
鬂	bbsc
鬢	bbsc
髩	bbss
㟗	bbuh
繽	bbvc
虨	bbyh
𨐰	bbyj
𥃰	bbyu
𬇄	bbyu
㫧	bcad
㿺	bcae
曓	bcaj
曓	bcam
闁	bcan
𤔣	bcbe
𦢊	bcbe
骲	bcbu
𥄹	bcbu
𦡕	bcbu
𧵢	bcbu
𨰦	bccc
𨰻	bccc
鑤	bcce
䥤	bccu
鉋	bccu
㵡	bceu
㙅	bcgd
堢	bcgd
報	bcge
𡉩	bcgk
㙸	bcgo
忁	bche
𥭓	bchi
𩾡	bchi
𥭓	bchm
𩾡	bchm
𩿓	bchq
勹	bchs
䳈	bchu
笣	bchu
𪏶	bchu
䈏	bchw
𠣺	bciu
寶	bcjc
寳	bcjc
宲	bcjd
𡧖	bcjd
䴐	bcjf
寚	bcju
窇	bcju
𤞥	bckd
𤝧	bcki
𤝧	bckm
蚫	bclu
𧝘	bclv
靌	bcmc
䤖	bcme
虣	bcmn
㻄	bcmo
䨌	bcmu
䨔	bcmu
珤	bcmu
虣	bcmu
靤	bcmu
𨠖	bcmu
嫑	bcmv
𬲺	bcnd
鳵	bcnf
𩍂	bcnj
鮑	bcnu
賲	bcoc
䭋	bcod
𩛞	bcod
儤	bcoe
䳰	bcof
飹	bcol
佨	bcou
铇	bcou
飽	bcou
𢼌	bcpe
𤿈	bcpe
駂	bcpf
鴇	bcpf
𠤏	bcpj
𨚔	bcpl
𠣒	bcpm
𱅀	bcpm
勽	bcpo
㲒	bcpu
怉	bcpu
𣭀	bcpu
𨇅	bcre
𠹕	bcri
𠹕	bcrm
𲍹	bcrm
𡂟	bcru
𩬽	bcsd
𩭼	bcsd
䎂	bcsu
髱	bcsu
蕔	bcte
𩊅	bctl
菢	bctu
藵	bctv
𡶄	bcuu
媬	bcvd
緥	bcvd
𠅬	bcye
𧭤	bcye
䪨	bcyi
䪨	bcym
齙	bcyu
袌	bcyv
襃	bcyv
敗	bdbk
贁	bdbk
栢	bdda
韛	bddb
𩏞	bddf
𩎻	bddy
𣺽	bdei
𤁣	bdep
粨	bdfa
𡭢	bdfd
粺	bdfj
𡏯	bdgk
㿟	bdha
𥬝	bdha
𤙅	bdhb
䳆	bdhf
𤽹	bdhj
𦣺	bdhl
𦩋	bdhy
𠫛	bdii
庍	bdil
𢈕	bdiv
猈	bdkj
䙓	bdli
襬	bdlp
瓸	bdma
䪹	bdmc
㓦	bdmn
𣧙	bdmq
𢛞	bdpj
𫖔	bdqb
拝	bdqj
擺	bdqp
挀	bdqv
𪡈	bdra
㗑	bdrj
𨃅	bdrj
䒔	bdtc
薭	bdtj
𦳞	bdtj
𩋂	bdty
㠔	bduj
絔	bdva
㔥	bdws
竡	bdya
䢙	bdyc
錛	bfct
桳	bfdj
翉	bfdm
㮺	bfdr
楍	bfdr
㮥	bfdw
𣴞	bfeg
𣳰	bfej
泍	bfem
渀	bfet
𥢊	bfhc
𬓱	bfho
𱸛	bfhw
㡷	bfim
𪊜	bfim
𪎝	bfim
奙	bfiu
奙	bfiv
𨋒	bfjt
輽	bfjw
獖	bfkc
𰡞	bfko
𩧼	bfnt
䬱	bfom
㤓	bfpm
撪	bfqj
捹	bfqt
㨧	bfqw
𩣺	bfst
𦯀	bftg
𪑖	bfwt
逩	bfyt
𣄏	bfyw
閍	bgas
𣂤	bgbl
𠜳	bgbn
𠡮	bgbs
𦝷	bgbt
鏰	bgcb
㷯	bgfq
塴	bggb
𡎾	bggb
𥀂	bgge
𥛱	bggf
𦂌	bggf
埄	bggj
𨆊	bggo
埲	bggq
𥖗	bggr
𪔑	bggr
𧻓	bggt
䑫	bghj
𤙾	bghj
𤫬	bghj
䭰	bghq
𩗴	bghq
𫗉	bghq
䑫	bght
𥞩	bght
𢉁	bgib
𱤺	bgio
𥦜	bgjb
奟	bgkb
痭	bgkb
𤡭	bgkh
䙀	bglb
𧑑	bglq
𨸂	bgls
𧚭	bglt
䨜	bgmb
𣨥	bgmb
𱤺	bgmo
琣	bgmr
𩂦	bgmt
䨻	bgmw
𢐒	bgnb
𨹹	bgnb
𨻱	bgnb
傰	bgob
㑟	bgoc
伻	bgoj
𩑚	bgqc
揼	bgqe
䳞	bgqf
䩬	bgtq
菶	bgtq
鞛	bgtr
㔙	bgts
𩊌	bgtt
𦺑	bgtu
𡶤	bguq
嵭	bgus
𡾛	bgut
綳	bgvb
繃	bgvb
𡡈	bgvb
𦅈	bgvh
𫄵	bgvh
䋽	bgvi
𢆸	bgvi
𰬭	bgvi
絣	bgvj
絣	bgvt
𰬔	bgvt
𨓁	bgyi
逬	bgyj
㔙	bgys
𧩱	bgyt
𨕧	bgyt
髈	bhbs
鎊	bhcs
㭋	bhdj
𣘙	bhdl
㮄	bhds
𠲑	bhfs
𤱵	bhfw
幫	bhgb
幇	bhgb
㙃	bhgc
鞤	bhgj
垹	bhgl
㨍	bhgq
稖	bhhr
艕	bhhs
𤚰	bhhs
𢁏	bhhu
𣮡	bhku
𲀃	bhlb
䖫	bhlj
蜯	bhlq
牓	bhls
𢄎	bhls
䂜	bhmj
𠨵	bhmj
𱮿	bhml
𨢐	bhms
䰷	bhnj
𬶆	bhnj
𫠌	bhnn
䧛	bhns
𢜗	bhpq
幚	bhqb
𢸌	bhqb
捠	bhqc
𢶶	bhqp
䎧	bhqr
𢮏	bhqr
邫	bhqu
𩦠	bhsn
𩮗	bhst
𦰥	bhtl
䩷	bhts
𦾭	bhts
𩍗	bhts
𣮧	bhtu
𡽲	bhus
綁	bhvl
縍	bhvs
𫄰	bhvs
㿶	bhye
𠬣	bhye
謗	bhys
鵖	biaf
閉	biah
閟	biah
𱉝	biam
𣋹	biat
閇	biay
𨵰	biay
贔	bibc
𥈗	bibc
䏢	bibe
貱	bibe
𬥶	bibe
䏶	bibg
䯗	bibg
𥆯	bibg
䀣	bibh
䁹	bibj
貏	bibj
𠧅	bibj
𩪖	bibj
𩪧	bibj
睤	bibl
𧳠	bibl
腷	bibw
鉍	bich
鏎	bicj
鐴	bicj
鎞	bicp
𣚡	bidd
柀	bide
𣔓	bide
㯇	bidg
梐	bidg
䪐	bidh
柲	bidh
𣘥	bidh
𣝍	bidi
㮿	bidj
韠	bidj
𪍪	bidj
𮲰	bidj
榌	bido
朼	bidp
䵄	bidt
𪌄	bidu
楅	bidw
滭	biej
𰛡	biej
𤂀	biek
𤅹	biek
沘	biep
潷	bieq
𣴨	bieu
湢	biew
幣	bifb
幤	bifb
𦠞	bifb
䊧	bifc
㡀	biff
鷩	biff
䨆	bifg
熚	bifj
𤐙	bifj
獘	bifk
𡚁	bifk
𣁢	bifk
𫜁	bifm
斃	bifp
粃	bifp
鄨	bifu
煏	bifw
㙄	bigg
䟆	bigj
𠬈	bigj
𫎳	bigj
㘩	bigp
堛	bigw
𥷑	bihb
䫁	bihc
𩑻	bihc
㪏	bihe
𩲢	bihe
鵖	bihf
𥢦	bihf
𰞲	bihf
𤙞	bihg
䫾	bihh
馝	bihh
𪏺	bihh
𫠈	bihh
䬛	bihj
箄	bihj
篳	bihj
魓	bihj
𣭤	bihj
𣮐	bihj
𣯴	bihj
𥴬	bihj
𪐄	bihj
𥳆	bihk
𥟗	bihl
𦤫	bihl
䄶	bihn
笓	bihp
箆	bihp
舭	bihp
𤽊	bihp
筆	bihq
𩾳	bihs
𢩒	bihu
毴	bihy
𧥑	biib
㳼	biie
㓖	biij
廦	biij
禆	biij
𥛘	biij
𪋜	biij
𰃻	biij
䃾	biip
𢩒	biiu
賁	bijc
𪍪	bijj
𨋩	bijk
𨋥	bijn
䵄	bijt
𪌄	biju
𤝸	bikd
𤡝	bikg
𤵘	bikh
痺	bikj
𤠺	bikj
𤢣	bikj
𤹝	bikj
夶	bikk
獙	bikk
𤻖	bikl
疕	bikp
疪	bikp
𤜻	bikp
𤹦	bikw
䉾	bild
蜌	bilg
䖩	bilh
袐	bilh
𢁽	bilh
𮤲	bilh
襅	bilj
𧏻	bilj
𧓄	bilj
𬠃	bilj
𧒀	bilk
畁	bill
襣	bill
鄪	bill
𨚓	bill
𰻳	bill
㠲	bilp
㡙	bilp
螕	bilp
𢅩	bilp
𢘍	bilp
𠡂	bils
襣	bilt
𤗚	bilw
皕	bima
𨠔	bimh
㱸	bimj
㻫	bimj
禆	bimj
豍	bimj
𥛘	bimj
𠩿	biml
䃾	bimp
䣥	bimp
𨟵	bimp
㻶	bimq
𪼋	bimu
㢶	bina
㢰	bine
䧗	bine
𨻼	bing
鮅	binh
𨸼	binh
𫗣	binh
𫚑	binh
𱅈	binh
䚜	binj
彃	binj
𮩛	binj
㢸	bink
𧤃	binl
弻	binn
鰏	binw
𩧿	binw
𬳃	binw
佊	bioe
𠈺	biog
飶	bioh
饆	bioj
𥏠	bioj
𬭽	bioj
𠓷	biok
𠐌	biop
𫔇	biop
偪	biow
𠋯	biox
枈	bipd
粊	bipd
𢡅	bipd
㿫	bipe
怶	bipe
𢟵	bipg
怭	biph
𣁉	bipk
𠨘	bipl
𨚍	bipl
𠛡	bipn
𣢠	bipo
𢖬	bipp
䘡	bipv
𡛗	bipv
愊	bipw
㧙	biqh
𢲾	biqh
𫼫	biqh
𱂅	biqh
𢳋	biqj
𫖒	biqj
𢴩	biqq
𫽳	biqu
𦔆	biqw
䟤	birh
咇	birh
嗶	birj
䠋	birj
跸	birj
蹕	birj
躃	birj
𠽩	birq
𨅗	birq
啚	birr
屄	bisc
䮡	bise
髲	bise
𠮃	bise
繴	bisf
䎵	bish
駜	bish
𫵘	bish
𣩩	bisi
聛	bisj
驆	bisj
𨲋	bisj
𩭧	bisj
𣦢	bism
𢐦	bisn
躄	biso
𧲜	biso
𨐨	bist
鼊	bisu
𱌉	bisu
襞	bisv
䮠	bisw
𡳄	bisw
𦑞	bisw
𩊰	bitg
䩛	bith
苾	bith
萆	bitj
蓽	bitj
鞸	bitj
𠦈	bitj
𦸣	bitj
𱁴	bitj
䕗	bitl
萞	bitp
𦱔	bitp
𩉫	bitp
䕗	bitt
𦯛	bitt
𦰙	bitt
𡻞	biuj
𡽶	biul
妼	bivh
綼	bivj
縪	bivj
𡠚	bivj
𰋾	bivj
𰬎	bivj
𰬤	bivj
嬶	bivl
䋔	bivm
𫄞	bivm
嬶	bivt
𦂖	bivt
鷝	biwf
㘠	biwh
畢	biwj
罼	biwj
𬙝	biwj
㪤	biwk
奰	biwk
詖	biye
𣥣	biye
𣦇	biye
𧫤	biyj
闆	bjar
𦝤	bjbc
𣪂	bjbe
𦙹	bjbk
頒	bjcc
鈑	bjce
鳻	bjcf
攽	bjck
𱉑	bjcm
𠚼	bjcn
𠔯	bjco
𤫫	bjco
鉡	bjcq
粄	bjfe
𥹓	bjfi
㪵	bjfj
䉽	bjfq
坢	bjgq
䈲	bjhe
舨	bjhe
𩿉	bjhh
螌	bjhi
𤳖	bjhi
𥷁	bjhj
秚	bjhq
褩	bjhv
𡯘	bjke
𤡰	bjkg
蝂	bjle
𧌿	bjli
𬮳	bjlr
螁	bjlv
𩔮	bjmc
䃑	bjme
瓪	bjme
𪄕	bjmf
𤦦	bjmg
𪉒	bjmm
魬	bjne
𱇖	bjne
𨐾	bjnj
𱃷	bjnq
䬳	bjoq
𰽰	bjoq
怑	bjpq
𢲔	bjqg
𢴬	bjqg
㚘	bjqo
𠯘	bjre
𧿨	bjre
𠺚	bjrg
𩢔	bjsq
𦎊	bjtc
𠦒	bjtj
𠦒	bjtq
岅	bjue
姅	bjvq
絆	bjvq
𪒋	bjwe
斒	bjyb
𨭉	bjyc
𧇥	bjyd
𠧫	bjye
𨐦	bjyi
辦	bjyj
辬	bjyj
𨐱	bjyj
昞	bkab
眪	bkbb
𦡻	bkbn
鈵	bkcb
鋲	bkcc
鉼	bkcj
𡇤	bkcr
鉼	bkct
栤	bkde
䴵	bkdj
𩏂	bkdj
棅	bkdl
䴵	bkdt
𣦪	bkem
𠒝	bkfb
垪	bkgj
垪	bkgt
𥲂	bkhj
𣰜	bkhn
𢔧	bkht
氷	bkie
庰	bkij
冫	bkim
㓈	bkir
庰	bkit
𬣲	bkit
𢊜	bkiv
寎	bkjb
窉	bkjb
𨋲	bkje
䴵	bkjj
䴵	bkjt
𡚛	bkkg
䗒	bklc
䗒	bklm
𠛥	bkmn
𥖬	bkmn
靐	bkmw
陃	bknb
𩶁	bknb
𫚎	bknb
鮩	bknj
𢆩	bknj
𢎴	bknk
𡖛	bknr
鮩	bknt
𨹗	bknt
𰽥	bkob
𠊧	bkoc
倂	bkoj
餠	bkoj
𠊧	bkom
仌	bkoo
併	bkot
偋	bkot
傡	bkot
餅	bkot
𰽼	bkot
仒	bkoy
怲	bkpb
抦	bkqb
掤	bkqb
𫖓	bkqj
㨀	bkql
𱋔	bkqt
𨆱	bkrn
𬦴	bkrn
𩬝	bksb
𠱛	bksr
𡲍	bkss
𩮟	bksw
苪	bktb
鞆	bktb
𩋒	bktb
並	bktc
𦼹	bktd
䔊	bktj
鞞	bktj
並	bktm
𦿅	bktn
䔊	bktt
𩊖	bktt
𡹾	bkub
𪑰	bkwt
稟	bkyd
幷	bkyj
竝	bkyt
誁	bkyt
𲁓	blbz
𱿗	blyn
𰻝	blyp
𰻞	blyp
𱿗	blyu
閞	bmat
𣈠	bmat
𨳲	bmay
𩩯	bmbb
𥍚	bmbe
𦟣	bmbe
貶	bmbo
䁵	bmbv
鍽	bmcb
𨩫	bmck
𨧕	bmcr
㭓	bmdt
㴜	bmeb
汳	bmee
㳒	bmei
𤀫	bmej
𣸇	bmek
𤄺	bmes
㳎	bmet
糄	bmfb
㝸	bmfu
覍	bmfu
炞	bmfy
䟍	bmgs
徧	bmhb
稨	bmhb
艑	bmhb
𪖯	bmhb
釆	bmhd
𥣝	bmhd
㣐	bmhh
𡬯	bmhi
䉸	bmhj
箯	bmhk
甂	bmhn
笾	bmhs
籩	bmhs
𥣰	bmhs
㲢	bmhu
𣝜	bmib
䪻	bmic
鴘	bmif
𨚕	bmil
𱉡	bmim
甂	bmin
㲢	bmiu
䡢	bmjb
窆	bmjo
猵	bmkb
𢩟	bmkb
𤺇	bmkb
𤻶	bmkb
獱	bmkc
牑	bmlb
𫔰	bmlt
𩰍	bmly
𠪂	bmmb
𣩀	bmmb
𡈯	bmmc
𱖅	bmmo
䛒	bmmr
㺹	bmmt
玣	bmmy
鯿	bmnb
鯾	bmnk
𫚣	bmnk
𠓫	bmoc
𢻶	bmoe
𦉙	bmof
𠐈	bmos
𠑟	bmos
惼	bmpb
揙	bmqb
𢴂	bmqb
𣪭	bmqe
𢭥	bmqm
𪓍	bmrb
𠷖	bmro
𠯴	bmry
藊	bmtb
𦽟	bmtb
𪏗	bmtb
䒪	bmtt
峅	bmut
編	bmvb
𡬲	bmvi
𡬸	bmvi
變	bmvk
緶	bmvk
缏	bmvk
𦇭	bmvr
𨖠	bmyb
𪉱	bmyb
𬸸	bmyb
変	bmye
𠭹	bmye
𨖾	bmyf
辺	bmyh
㦚	bmyj
㵷	bmyj
辡	bmyj
辧	bmyj
辮	bmyj
辯	bmyj
𤀲	bmyj
𧩰	bmyo
邉	bmyr
邊	bmys
𠬪	bnbe
臕	bnbf
𩪊	bnbf
䁭	bnbk
贆	bnbk
𦠎	bnbk
𰷫	bnbk
𧴎	bnbm
𧴕	bnbp
𧳀	bnbu
䁃	bnbv
鏢	bncf
鑣	bncf
𨭚	bncn
錶	bncv
標	bndf
㯹	bndi
檦	bndn
𤆀	bnef
滮	bneh
淲	bnen
𤂆	bnen
淲	bneu
𤂆	bneu
飊	bnfi
𮸼	bnfk
墂	bngf
𠔂	bnhc
𥲦	bnhc
䅺	bnhf
灬	bnhf
爂	bnhf
穮	bnhf
颷	bnhf
飈	bnhf
飚	bnhf
𤐫	bnhf
𩙪	bnhf
𩴩	bnhf
颩	bnhh
𱃔	bnhh
𱃠	bnhk
颮	bnhu
𥘤	bnih
飆	bnii
猋	bnik
𠔂	bnlc
幖	bnlf
褾	bnlf
𧝪	bnli
𢅚	bnln
