;	：
ivdm	棰
ivdn	垂钓
ivdn	𣟈
ivdr	桘
ivds	吹动
ivea	湷
ivf	炊
ivfg	吹风
ivfo	𰝾
ivfu	吹拂
ivfv	㷃
ivfy	叱咤风云
ivgj	吹干
ivgo	吹过
ivgo	䞼
ivh	垂
ivhb	篅
ivhg	魋
ivhg	埀
ivhg	𤙵
ivhh	𠄒
ivhh	𢏒
ivhl	差之毫厘
ivhl	郵
ivhm	箠
ivhm	𩗰
ivhu	𥞃
iviu	𥙋
ivja	长治久安
ivjb	吹进
ivjt	唱主角
ivju	炊具
ivkd	吹开
ivke	㝽
ivld	吹来
ivle	吹了
ivlm	锤炼
ivlq	垂柳
ivlw	垂泪
ivmg	晨钟暮鼓
ivmp	吹灭
ivmu	垂暮
ivmu	𥙋
ivmz	陈芝麻烂谷子
ivn	陲
ivnd	纯真年代
ivnf	吃斋念佛
ivnq	吹牛
ivo	锤
ivo	倕
ivoc	顀
ivog	𡍮
ivom	䍋
ivoo	龡
ivoo	𱂭
ivor	𬭨
ivou	𦉈
ivpg	吹捧
ivpo	吹破
ivq	捶
ivq	沉住气
ivqg	重整旗鼓
ivqk	垂青
ivqr	传之其人
ivqr	搥
ivsi	垂死
ivsm	𩭦
ivti	垂体
ivtm	菙
ivtr	处之泰然
ivtr	𩌝
ivtv	捶腿
ivtz	吹头
ivuz	垂首
ivve	吹着
ivvi	垂直
ivvw	池中之物
ivw	圌
ivw	称之为
ivwh	成者王侯
ivwk	成者王侯败者寇
ivwl	吃着碗里，望着锅里
ivww	垂危
ivxm	垂涎
ivxn	吹箫
ivxu	吹嘘
ivxx	垂下
ivxy	垂询
ivyb	嗤之以鼻
ivyg	朝中有人好做官
ivyh	持之以恒
ivyi	出主意
ivyj	炊烟
ivyx	穿针引线
ivzi	锤子
ivzx	成竹在胸
ivzz	吹奏
iw	成为
iwbk	成王败寇
iwcr	查无此人
iwfj	吃完饭
iwib	称王称霸
iwih	唇亡齿寒
iwj	储物间
iwjh	传为佳话
iwjm	重温旧梦
iwkn	成为可能
iwle	吃完了
iwti	出问题
iwuj	查无实据
iwxl	储物箱
iwxt	臭味相投
ix	出现
ixcc	䫄
ixd	吃香的喝辣的
ixdd	称兄道弟
ixdt	长吁短叹
ixdz	捶胸顿足
ixec	𤁫
ixee	𣹶
ixel	乘兴而来
ixer	乘虚而入
ixf	欻
ixfj	吃闲饭
ixfo	歘
ixfp	丑媳妇总得见公婆
ixhd	䊬
ixhf	䵵
ixhl	吃香喝辣
ixhn	㔍
ixht	船小好调头
ixhx	程序化
ixiy	诚心诚意
ixjb	城乡结合部
ixjl	处心积虑
ixle	出现了
ixqd	春夏秋冬
ixqh	承先启后
ixre	𠹐
ixre	𠻦
ixry	称心如意
ixsi	垂涎三尺
ixso	储蓄所
ixsu	长相厮守
ixuu	畅销书
ixuw	长袖善舞
ixve	初学者
ixvf	抽薪止沸
ixvj	喘息之间
ixvm	城下之盟
ixwd	喘息未定
ixwd	𣛕
ixwx	痴心妄想
ixwz	畅行无阻
ixxk	持续性
ixxp	穿小鞋
ixyd	垂涎欲滴
ixyj	垂涎已久
ixyk	春宵一刻
ixzd	趁现在
ixzu	朝鲜族
iy	纯
iyaa	䦮
iyaa	暙
iyaf	𣌚
iyar	春意盎然
iyb	创业板
iyba	䐏
iyba	䞐
iyba	睶
iyba	賰
iyba	𦚧
iybd	纯白
iybf	蠢笨
iybi	膞
iybj	迟疑不决
iybk	吃哑巴亏
iybm	䏛
iybu	肫
iybx	出言不逊
iycb	䥎
iycd	蠢才
iycd	錞
iycj	春蚕
iycp	憌
iycv	纯粹
iycw	愁云惨雾
iyd	椿
iyda	槆
iyda	橁
iydb	穿衣打扮
iydb	𣘣
iydf	櫄
iydj	蠢蛋
iydm	差一点
iydo	膥
iydu	纯度
iydu	杶
iydu	𣚆
iydz	绰约多姿
iye	淳
iyea	湻
iyeb	漘
iyej	㵮
iyeq	㵮
iyer	滣
iyeu	沌
iyev	浱
iyff	春分
iyfg	春风
iyfh	茶余饭后
iyga	堾
iygc	唇膏
iygg	春耕
iygl	春光
iygs	春宫
iygs	察言观色
iygu	䞺
iyha	箺
iyha	㿤
iyha	𨉩
iyhd	犉
iyhf	鶞
iyhj	春寒
iyhl	㸪
iyhm	𱊑
iyho	蠢货
iyhu	𤘛
iyhv	春晖
iyhx	春花
iyhz	醇厚
iyic	春潮
iyih	尝一尝
iyii	唇齿
iyit	彻夜长谈
iyj	春节
iyjb	纯金
iyjg	輇
iyjh	茶余酒后
iyji	春季
iyjk	纯净
iyjl	䡅
iyjm	纯碱
iyjo	膥
iyjp	纯洁
iyjr	春卷
iyju	輴
iykl	𰹳
iyku	𡗥
iyku	𮝸
iyl	差远了
iyla	蝽
iyle	扯远了
iyli	纯利
iylm	春联
iylu	春意阑珊
iylv	蠢驴
iylw	春雷
iyly	沉鱼落雁
iym	醇
iym	唇
iyma	瑃
iyma	醕
iymb	沉冤莫白
iymb	脣
iymc	纯毛
iymc	䫃
iymg	春梦
iymg	𡉐
iymm	纯棉
iymu	䣨
iymu	䣩
iymw	崇洋媚外
iyn	䲠
iyna	鰆
iyna	𩨁
iynd	鯙
iynm	彻夜难眠
iynv	陙
iyoa	偆
iyod	𬭚
iypa	旾
iypu	淳朴
iyq	春
iyqa	𣌠
iyqe	𢾎
iyqf	𪂹
iyqi	蠢
iyqk	纯情
iyqp	惷
iyqq	春秋
iyqv	吃一堑，长一智
iyra	㖺
iyra	踳
iyrf	蠢人
iyry	春雨如油
iysa	䮞
iyse	春色
iysi	尺有所短，寸有所长
iysu	超音速
iysy	春笋
iyt	莼
iyta	萅
iyta	萶
iytb	䔚
iyti	蓴
iytm	春天
iytu	䓐
iytu	芚
iytu	蒓
iytz	穿一条裤子
iyue	唇舌
iyui	蠢事
iyuu	纯属
iyuv	纯水
iyva	媋
iyvf	纯真
iyvg	纯正
iyvl	春装
iyvs	纯种
iyvu	蠢猪
iyvu	純
iywj	春晚
iywm	彻夜未眠
iywv	出言无状
iyxb	春心
iyxh	成也萧何，败也萧何
iyxl	醇香
iyxn	春晓
iyxx	春夏
iyy	鹑
iyya	𧇶
iyyc	春药
iyyd	㝇
iyyf	鶉
iyyi	春意
iyyj	抽油烟机
iyyj	𦎧
iyyu	春雨
iyyu	㝄
iyyu	𣮢
iyyy	春运
iyyz	春游
iyzi	常用字
iz	抽
iz	臭
izb	瞅
izbb	酬宾
izbg	𥄨
izbi	𦡴
izbj	筹办
izbl	𥃧
izbm	𬑍
izbp	矁
izbu	𬑡
izbw	筹备
izcg	鈕
izco	筹措
izcr	𧮻
izd	杻
izda	抽打
izdh	𣕾
izdi	仇敌
izdl	车载斗量
izdl	栦
izdm	𰗙
izdn	抽调
izdq	杽
izdr	绸缎
izdr	椆
izdr	𠹝
izds	抽动
izdu	迟早的事
izdu	㮲
izee	丑恶
izep	㵞
izfg	抽风
izfg	𥺣
izfi	燽
izfi	𬊍
izfm	𬖖
izfu	𥻤
izge	𣀓
izge	𣫐
izgf	燾
izgf	𪇘
izgi	魗
izgp	㦞
izgr	𡕐
izgt	盩
izh	臭
izh	愁
izhe	𥰞
izhf	仇恨
izhh	𥵬
izhi	筹
izhi	籌
izhi	㿧
izhi	𤽯
izhi	𩗡
izhj	臭汗
izhk	𥏈
izhm	𥬠
izhp	臰
izhp	𥲅
izhq	𤘶
izhr	稠
izhr	皗
izhr	簉
izhr	𤾦
izhu	篘
izhv	抽回
izhw	牰
izhx	筹划
izhx	丑化
izhz	常在河边走
izi	踌躇
izia	抽查
izie	出租车
izih	惆怅
izil	𬣱
izin	㐜
izis	臭虫
iziu	抽搐
izjb	抽筋
izjd	传宗接代
izji	筹集
izjl	抽奖
izjl	𥦅
izjm	筹建
izjp	筹借
izjt	丑角
izjx	仇家
izk	瘳
izkr	筹款
izks	抽空
izku	愁苦
izl	帱
izl	创造力
izlc	酬劳
izld	𥡀
izli	抽离
izli	幬
izlr	裯
izlz	丑陋
izm	酬
izma	筹码
izmf	愁闷
izmf	𨡲
izmi	稠密
izmi	醜
izmi	酧
izmi	醻
izmk	殠
izmr	霌
izmr	𨡑
izmu	筹募
izmw	臭美
izn	丑
izna	𤾊
izne	𠼡
izng	𩽀
izni	䲖
izni	𠾉
izni	𩾂
iznr	𠷎
izo	仇
izof	偢
izof	鯈
izog	雠
izog	讎
izog	雔
izoi	俦
izoi	儔
izon	侴
izon	𠜋
izoq	犨
izoq	犫
izor	讐
izou	䀺
izou	𠌪
izp	惆
izpd	筹拍
izpi	臭屁
izpi	㤽
izpi	懤
izpu	𢣊
izpw	怞
izqf	焘
izqi	𱆛
izqm	抽签
izqm	𫼝
izqm	𬸍
izqp	𪫷
izqs	𢭆
izqu	抽取
izqu	搊
izqw	搐
izqw	㨨
izrf	仇人
izrg	吜
izrg	𨀔
izri	踌
izri	躊
izri	嚋
izrs	愁容
izsa	𠝽
izse	𡕪
izse	𣪐
izsm	丒
iztd	丑态
izte	𩋄
izti	抽屉
izti	薵
izti	䓓
izti	𧃝
iztr	䔏
iztu	𩌄
iztw	菗
izty	𦭸
izua	仇杀
izuf	抽身
izui	仇视
izuv	抽水
izv	绸
izvi	䌧
izvi	嬦
izvi	𫝩
izvl	絒
izvr	婤
izvr	綢
izvs	抽中
izvw	紬
izvw	䌷
izvy	瞅准
izw	畴
izwa	𤳠
izwf	丑闻
izwi	疇
izwn	𤳝
izwr	𨤷
izww	臭味
izxk	创造性
izxl	抽象
izxp	酬谢
izxt	抽血
izxu	愁绪
izye	遚
izyh	抽样
izyh	姹紫嫣红
izyj	抽烟
izyl	詶
izym	𨖬
izyr	仇怨
izyu	沉醉于
izyu	䪮
izyu	謅
izzi	筹资
izzz	抽走
j	就
j	见
j	键盘
ja	骄傲
jabx	桀骜不驯
jaqm	举案齐眉
jasw	居安思危
jaub	节哀顺变
jazd	骄傲自大
jazm	骄傲自满
jb	进
jb	基本
jbaa	㬐
jbai	紧挨
jbbb	骄兵必败
jbbd	近百
jbbg	紧绷
jbbh	金榜
jbbi	金币
jbbk	𦞬
jbbl	肵
jbbm	金边
jbbo	禁播
jbbs	肋
jbbt	贐
jbbu	进步
jbbw	津巴布韦
jbby	赆
jbby	䝲
jbc	金
jbcb	錦
jbce	鋟
jbcf	𨭺
jbci	仅此
jbcj	进餐
jbcl	䤺
jbcl	釿
jbcy	仅存
jbcz	紧凑
jbd	禁
jbdc	䫴
jbdd	近代
jbdd	𣓏
jbde	见不得
jbdf	㯲
jbdf	𣝌
jbdg	见不得光
jbdi	禁地
jbdk	紧盯
jbdm	金殿
jbdm	槿
jbdm	枃
jbdo	㱈
jbdo	𩖗
jbdr	锦缎
jbdr	见不得人
jbdr	𠾤
jbds	𠢱
jbds	𠢵
jbdt	㯸
jbdu	进度
jbdy	𰗦
jbdz	筋斗
jbe	津
jbea	溍
jbeb	㴆
jbee	金额
jbee	浸
jbee	濅
jbef	𤄼
jbeg	堻
jbem	漌
jber	进而
jbet	濜
jbet	𥂵
jbev	湛
jbey	浕
jbf	烬
jbfh	谨防
jbfn	㶦
jbfq	煡
jbft	燼
jbfu	绝不放手
jbfw	加班费
jbg	基本功
jbge	埐
jbgf	紧跟
jbgh	金刚
jbgl	金光
jbgm	墐
jbgo	巾帼
jbgq	𦎷
jbgr	尽管
jbgs	进攻
jbgt	壗
jbgu	筋骨
jbgu	禁锢
jbgv	金贵
jbgx	绝不姑息
jbgy	𡋤
jbh	斤
jbha	𪖼
jbhg	𥯑
jbhg	𦩏
jbhh	金碧辉煌
jbhk	襟怀
jbhk	𠂟
jbhl	金黄
jbhl	𪏴
jbhm	㹏
jbhm	䈽
jbhn	䑤
jbhn	𠞾
jbhn	𤘡
jbhn	𦧈
jbho	进货
jbhr	尽欢
jbhs	筋
jbhs	䈥
jbhs	劤
jbhu	近乎
jbhx	进化
jbhy	金婚
jbhz	今后
jbi	谨
jbic	𢉅
jbid	金钗
jbie	祲
jbif	今晨
jbif	久别重逢
jbif	凚
jbig	进程
jbih	进场
jbii	矜持
jbim	廑
jbiu	进出
jbiy	久病成医
jbjb	仅仅
jbjb	紧紧
jbjb	𥧲
jbjd	加班加点
jbje	䆮
jbje	寖
jbji	紧急
jbjl	讲不讲理
jbjn	近郊
jbjp	进阶
jbjv	精兵简政
jbjx	进价
jbjy	进军
jbka	金卡
jbkc	坚不可摧
jbkd	急不可待
jbke	尽可
jbkg	𤵞
jbkj	近看
jbkk	尽快
jbkl	近况
jbkm	瘽
jbkn	急不可耐
jbku	金库
jbku	机不可失
jbku	兓
jbkz	进口
jbl	紧
jbl	巾
jblb	近邻
jblc	䘳
jblc	賮
jbld	进来
jblf	襟
jblf	㶳
jblg	䗯
jblg	𧔷
jblh	𦘔
jbli	尽力
jblk	禁令
jbll	尽量
jblm	金莲
jbln	衿
jblo	𰷧
jblp	禁猎
jblr	禁脔
jbls	金龙
jblt	盡
jblt	䀆
jblt	𧗁
jblu	近路
jbm	瑾
jbma	晋
jbma	晉
jbma	瑨
jbma	㬜
jbma	䃡
jbma	䤐
jbmc	琻
jbmd	瑧
jbme	祲
jbmf	进门
jbmf	𥖜
jbmg	璡
jbmg	𩀿
jbmi	紧密
jbmj	㻱
jbmm	殣
jbmm	厪
jbmn	砛
jbmn	𦧈
jbmo	浸没
jbmq	珒
jbmr	𤧫
jbms	勁
jbmt	琎
jbmt	璶
jbmu	兓
jbmu	𤣶
jbn	劲
jbn	矜
jbn	几百年
jbnb	𢎭
jbnh	锦囊
jbni	矝
jbnl	矝
jbnm	今年
jbnm	馑
jbnq	金牛
jbns	觔
jbnu	卺
jbnu	巹
jbnu	𢬬
jbnu	𨚡
jbnv	剑拔弩张
jbny	𡥧
jbo	锦
jbo	仅
jboa	䭙
jboc	釒
jbof	僸
jbol	𬬱
jbol	伒
jbom	僅
jbom	饉
jbon	今
jbop	钅
jbot	儘
jboy	侭
jbpc	浸泡
jbpc	惍
jbpd	金牌
jbpf	㦗
jbpi	捷报频传
jbpk	仅凭
jbpm	慬
jbpn	𢙿
jbpo	紧迫
jbq	记不清
jbqa	搢
jbqb	近亲
jbqb	㧆
jbqe	𢬶
jbqe	𢱷
jbqi	近期
jbqj	精兵强将
jbqk	尽情
jbqm	金钱
jbqm	㨷
jbqn	紧俏
jbqq	进球
jbqt	紧缺
jbqu	进去
jbqy	进群
jbqy	坚壁清野
jbr	噤
jbrc	唫
jbrf	健步如飞
jbrf	间不容发
jbrf	𨆃
jbri	今日
jbrj	尽然
jbro	𠾬
jbro	𫪽
jbrr	技不如人
jbrs	金融
jbrs	𠰇
jbrt	嚍
jbru	进入
jbrx	今不如昔
jbry	𫩺
jbs	尽
jbsd	禁赛
jbse	金色
jbse	𠬶
jbse	𢽖
jbse	𩤿
jbsf	緊
jbsi	近似
jbso	紧缩
jbsv	紧随
jbt	靳
jbt	荩
jbtc	菳
jbtf	䒺
jbtf	𦽔
jbth	㝻
jbti	吉布提
jbtj	基本条件
jbtm	今天
jbtm	堇
jbtm	金榜题名
jbtm	菫
jbtm	蓳
jbtn	金条
jbtn	靲
jbtn	黅
jbtn	𠞱
jbto	歏
jbtp	津贴
jbtp	𢦊
jbts	荕
jbtt	藎
jbtu	金榜题名时
jbtu	觐
jbtu	覲
jbtv	进退
jbtz	尽头
jbu	基本上
jbua	嶜
jbua	𡺽
jbuf	谨慎
jbug	晋升
jbuh	脊背生寒
jbui	近视
jbuj	金山
jbuu	金属
jbuv	进水
jbv	记不住
jbva	缙
jbva	縉
jbvc	今朝
jbvc	䋮
jbve	紧着
jbvf	䌝
jbvf	𦈟
jbvh	紧张
jbvi	禁止
jbvj	进展
jbvm	䌍
jbvm	嫤
jbvn	妗
jbvn	紟
jbvn	𫄛
jbvo	金镯
jbvp	𡢳
jbvr	金砖
jbvs	尽忠
jbvt	嬧
jbvu	进驻
jbvv	紧追
jbvx	紧抓
jbwc	𪑙
jbwj	今晚
jbwj	举步维艰
jbwo	紧握
jbwu	进屋
jbww	仅为
jbwx	洁白无瑕
jbwz	久病无孝子
jbxb	尽心
jbxf	箭不虚发
jbxi	今昔
jbxk	进行
jbxm	仅限
jbxn	今宵
jbxq	锦绣
jbxq	进修
jby	近
jbya	金牙
jbya	暜
jbyb	金银
jbyc	紧要
jbyc	䥆
jbye	今夜
jbyf	齽
jbyf	𬺔
jbyg	進
jbyj	禁言
jbyj	𪉢
jbym	謹
jbyn	䶖
jbyn	訡
jbyn	鹶
jbys	禁用
jbyu	金鱼
jbyy	禁运
jbyz	仅有
jbzc	今早
jbzd	尽在
jbze	尽责
jbzi	金子
jbzp	⻐
jbzu	饥不择食
jc	精彩
jcba	局促不安
jccj	金灿灿
jccs	急匆匆
jcey	仅此而已
jcfi	精彩纷呈
jcjc	将错就错
jcjl	精彩绝伦
jcjy	惊才绝艳
jcle	记错了
jclj	就此了结
jcqy	见财起意
jcsf	几次三番
jcwg	家财万贯
jcxh	结草衔环
jcyu	仅次于
jd	简单
jd	绝对
jdbf	绝大部分
jdbh	绝对不会
jdbl	旧的不去，新的不来
jdbx	绝对不行
jdby	坚定不移
jdcm	绝顶聪明
jddi	娇滴滴
jddl	叫地地不灵
jddu	绝大多数
jdeq	崛地而起
jdf	借贷方
jdfg	假道伐虢
jdfh	绝代风华
jdfl	江东父老
jdh	接电话
jdhe	机顶盒
jdhx	皆大欢喜
jdhy	夹道欢迎
jdie	机动车
jdil	机动车辆
jdiv	集大成者
jdiy	旧地重游
jdjj	亟待解决
jdjn	基督教
jdjr	绝代佳人
jdld	加大力度
jdle	几点了
jdlh	机动灵活
jdlt	鸡蛋里挑骨头
jdly	既得利益
jdmd	加德满都
jdml	简单明了
jdpt	鸡蛋碰石头
jdq	经得起
jdqc	就地取材
jdrx	激动人心
jdub	剪刀石头布
jdug	见多识广
jdur	借刀杀人
jdv	景德镇
jdvf	就地正法
jdvl	家道中落
jdvw	井底之蛙
jdwm	借贷无门
jdwx	近代文学
jdx	决定性
jdxk	精雕细刻
jdxs	精打细算
jdxu	积德行善
jdxv	精雕细琢
jdyd	家大业大
jdyf	教导有方
jdys	结党营私
jdyu	就等于
je	金额
jege	今儿个
jeij	剪恶除奸
jejs	吉尔吉斯
jejt	吉尔吉斯斯坦
jejv	久而久之
jels	接二连三
jeri	嫉恶如仇
jey	兼而有之
jeyv	简而言之
jeyv	敬而远之
jf	解放
jfb	金发碧眼
jfby	疾风暴雨
jfdd	鸡飞蛋打
jfgt	鸡飞狗跳
jfiv	见缝插针
jfj	解放军
jfjp	劫富济贫
jfjy	见风就是雨
jfjz	见缝就钻
jfle	解放了
jfpm	警匪片
jfqm	解放前
jfsu	金风送爽
jfud	见风使舵
jfum	久负盛名
jfvc	疾风知劲草
jfvj	酒逢知己
jfvq	肌肤之亲
jfvs	几分钟
jfvu	酒逢知己千杯少
jfxb	今非昔比
jfxi	接风洗尘
jfxn	见分晓
jfyf	奸夫淫妇
jfyl	金风玉露
jfyu	绝非易事
jg	结果
jg	尽管
jgb	将功补过
jgbg	见怪不怪
jgbh	金箍棒
jgbx	居高不下
jgck	仅供参考
jgeq	揭竿而起
jgfj	借古讽今
jgge	九宫格
jghy	急公好义
jgjc	鞠躬尽瘁
jgjj	加官晋爵
jgjk	金刚经
jgjl	急功近利
jgjs	假公济私
jgjy	鞠躬尽瘁，死而后已
jgle	见鬼了
jglx	居高临下
jgly	建功立业
jglz	举个例子
jgmj	击鼓鸣金
jgne	结果呢
jgq	几个钱
jgqb	静观其变
jgqg	今古奇观
jgql	机关枪
jgqm	金鼓齐鸣
jgrf	几个人
jgrk	举国若狂
jgsg	嫁狗随狗
jgsi	见光死
jgsj	机关算尽
jgsx	酒过三巡
jgtm	金戈铁马
jgu	井冈山
jguh	见鬼说鬼话
jguj	几个世纪
jgux	举国上下
jguz	将功赎罪
jgv	紧箍咒
jgvc	经国之才
jgvn	惊弓之鸟
jgvs	几个钟
jgvt	几个钟头
jgvw	居功至伟
jgvz	将功折罪
jgwf	甲骨文
jgx	金龟婿
jgxk	结构性
jgxm	巾帼须眉
jgxu	几个小时
jgxz	精耕细作
jgyj	节骨眼
jgyq	降格以求
jgyt	几个月
jgza	居功自傲
jgzi	几个字
jh	几乎
jhdx	浸会大学
jher	酒酣耳热
jhes	尽欢而散
jhfl	久旱逢甘霖
jhgf	脚后跟
jhhh	江河湖海
jhie	救护车
jhji	交换机
jhjj	江湖救急
jhjp	饥寒交迫
jhju	见好就收
jhjy	静候佳音
jhlx	酒后乱性
jhma	激活码
jhmk	计划没有变化快
jhmm	机会渺茫
jhqx	饥寒起盗心
jhrx	江河日下
jht	交换台
jhtd	襟怀坦荡
jhty	酒后吐真言
jhuc	惊慌失措
jhui	几乎是
jhuj	九华山
jhul	姜还是老的辣
jhuy	镜花水月
jhvy	机会主义
jhwd	惊魂未定
jhxf	借花献佛
jhxi	旧恨新仇
jhxl	就好像
jhxq	驾鹤西去
jhy	嫁祸于
jhyp	惊鸿一瞥
jhyr	嫁祸于人
jhyu	劫后余生
jhzi	叫花子
ji	几
ji	极
jia	即
jiac	𣇳
jiaf	䳭
jiaf	暩
jiaf	鱀
jiaf	𪄵
jiag	堲
jiag	塈
jiah	激昂
jiam	暨
jiam	𬶨
jiam	𱉼
jian	𨳋
jiao	𠨠
jiao	𣣝
jiao	𨂢
jiar	𧫜
jiat	䀈
jiau	既
jiau	𨳻
jib	肌
jiba	几把
jibb	膌
jibb	𦝖
jibc	季报
jibd	几百
jibd	𡥞
jibe	䝸
jibf	基本
jibf	祭
jibf	家常便饭
jibf	鶏
jibf	鷄
jibf	𤓑
jibf	𧡉
jibg	瞿
jibg	雞
jibh	𦜸
jibi	击毙
jibi	𥊬
jibi	𥋥
jibi	𦠄
jibi	𦠾
jibj	羁绊
jibj	䁒
jibj	䐕
jibk	疾病
jibk	睽
jibk	䁶
jibk	𦠄
jibl	䐚
jibm	几遍
jibm	𥈂
jibn	𩨒
jibp	级别
jibq	纠缠不清
jibr	䐀
jibr	𩩛
jibu	瞡
jibu	𧡯
jibw	几倍
jibx	坚持不懈
jiby	家丑不可外扬
jica	鑙
jica	𨮺
jicc	兾
jicc	錤
jicd	荠菜
jicd	鏶
jice	计策
jice	鈒
jice	鈘
jicg	基层
jicg	銈
jich	机舱
jici	几次
jici	鐖
jici	𧮭
jicj	鍓
jick	鐖
jick	𠔋
jick	𧮭
jick	𨪏
jico	记错
jicq	谻
jicr	銡
jicu	急促
jicu	㞃
jicx	鑇
jicy	寄存
jid	机
jida	极大
jida	㮷
jidb	棘
jidb	𣖷
jidc	棋
jidc	樍
jidc	檱
jidc	𣜇
jidd	亟待
jidd	𪲛
jide	记得
jide	㮨
jidg	樭
jidh	激荡
jidi	基地
jidi	機
jidi	橶
jidi	檝
jidi	檵
jidi	𣛔
jidj	鸡蛋
jidj	楫
jidj	枅
jidj	檝
jidk	既定
jidk	機
jidk	槉
jidl	楖
jidl	𪌍
jidl	𪲎
jidm	几点
jidm	極
jidm	櫭
jidn	基调
jido	𣏡
jidp	梞
jidr	极端
jidr	㭲
jidr	槣
jids	激动
jidt	枅
jidt	𣘐
jidu	季度
jidu	嫉妒
jidv	挤兑
jidx	櫅
jie	鸡
jie	济
jiec	𨦮
jied	潗
jied	㳵
jied	㴕
jiee	饥饿
jiee	汲
jiee	漃
jief	漈
jief	鳮
jieg	𣳃
jieh	泲
jiei	濈
jiej	濈
jiej	聻
jiej	湒
jiej	𨋉
jiek	激
jiel	済
jiel	𣹜
jiem	㴉
jien	瀱
jieo	𣽍
jiep	㲺
jiep	㴔
jieq	绝尘而去
jier	继而
jier	洁
jieu	洎
jiex	濟
jifa	激发
jifa	𤋭
jifb	脊
jifb	𥺵
jifc	𩓮
jiff	积分
jiff	鶺
jifg	讥讽
jifh	机房
jifj	几番
jifk	𤌿
jifl	𤊵
jifm	鹡
jifo	尐
jifu	肌肤
jifu	绝处逢生
jifw	计费
jifx	㸄
jig	吉
jig	圾
jigb	塉
jigc	极高
jigd	㙫
jige	几个
jige	叝
jige	𤿠
jigf	鴶
jigg	䟌
jigg	𪔋
jigi	㙨
jigi	䟇
jigk	㙨
jigk	䟇
jigk	𧽑
jigl	激光
jigl	郆
jign	䞘
jigo	记过
jigr	机关
jigr	籍贯
jigr	趌
jigs	济公
jigt	𢍇
jigu	击鼓
jigu	垍
jigu	覿
jigw	寄给
jigx	记挂
jigz	机构
jih	稽
jih	积
jih	笈
jiha	籍
jiha	𥡴
jihb	稩
jihc	记号
jihc	箕
jihc	積
jihc	稘
jihd	季
jihd	𥝌
jihd	𨤹
jihe	集合
jihe	稷
jihe	㧀
jihe	㹄
jihe	彶
jihe	鬾
jihe	𢃺
jihe	𢺼
jihe	𥰦
jihf	嫉恨
jihf	系
jihf	䳭
jihf	穄
jihf	鱀
jihf	鷑
jihf	鸄
jihf	𪄵
jihg	堲
jihg	墍
jihg	簊
jihi	穖
jihi	艥
jihi	魕
jihi	𣰈
jihi	𤤋
jihi	𥣩
jihi	𥳏
jihi	𪅹
jihj	筓
jihj	箿
jihj	艥
jihj	𤛄
jihj	𥠋
jihj	𥡒
jihk	穖
jihk	魕
jihk	𣰈
jihk	𥳏
jihk	𪅹
jihl	饥荒
jihl	䇫
jihl	䢳
jihl	卽
jihl	皍
jihl	𥫶
jihl	𰨦
jihm	曁
jihm	𱊢
jihm	𱊯
jihn	𣬠
jihn	𥭋
jihn	𥷙
jihn	𬓠
jiho	激活
jiho	臮
jiho	𠨠
jiho	𣣝
jiho	𨂢
jihp	㦘
jihp	皀
jihp	𢗹
jihp	𥭌
jihp	𥭜
jihp	𩴃
jihr	疾患
jihr	犄
jihr	徛
jihr	秸
jihr	躸
jihr	𧫜
jiht	笄
jiht	䀈
jiht	𢓄
jihu	几乎
jihu	嵇
jihu	嵆
jihu	旣
jihu	穊
jihu	𣄯
jihu	𩠨
jihu	𪘥
jihu	𱌸
jihv	机会
jihv	忌讳
jihv	㛷
jihx	计划
jihx	穧
jii	记
jii	计
jiia	稽查
jiia	庴
jiic	讥嘲
jiic	廭
jiid	粢
jiid	秶
jiie	计程车
jiie	禝
jiie	㧀
jiie	庪
jiif	击沉
jiig	继承
jiih	机场
jiih	𠗏
jiii	鸡翅
jiii	禨
jiik	禨
jiil	机床
jiim	𢉗
jiim	𬤅
jiin	讥
jiin	麂
jiin	𥘌
jiip	𫍪
jiir	击穿
jiir	诘
jiir	𮷈
jiiu	基础
jiix	麡
jij	寄
jij	戟
jij	警察局
jijb	基金
jijc	賫
jijc	賷
jijd	檕
jijd	𡦊
jije	寂
jije	㲅
jije	毄
jije	𡬄
jije	𣪠
jije	𨍺
jijf	繫
jijf	繋
jijg	墼
jiji	积极
jiji	蟿
jijj	輯
jijj	轚
jijk	寂静
jijk	鸡精
jijk	𡪱
jijk	𡫀
jijk	𢼋
jijk	𥨿
jijl	即将
jijl	𪌍
jijm	击键
jijn	计较
jijn	𠚽
jijo	赍
jijp	季节
jijp	𢡴
jijq	急救
jijq	擊
jijq	撃
jijq	𰺟
jijr	𠿉
jijt	𨊻
jiju	几句
jijx	计价
jijy	季军
jik	辑
jik	奇
jikb	瘠
jikb	㾊
jikc	癪
jikc	𰣼
jikd	痵
jike	饥渴
jike	即可
jike	攲
jike	敧
jike	㽺
jike	𤠎
jike	𬆦
jikf	瘵
jiki	犱
jiki	𠫷
jiki	𧎿
jikj	㾵
jikj	𬏟
jikk	几块
jikk	疾
jikk	犱
jikk	猤
jikk	瘈
jikk	𠫷
jikl	𰣬
jikm	𤷉
jikm	𤺷
jikn	剞
jikn	𤜝
jikp	疵
jikq	𤜾
jikr	猗
jikr	狤
jikr	㚡
jikr	㞆
jikt	𨐆
jiku	疾苦
jiku	𤵀
jikv	击溃
jikx	癠
jikz	忌口
jil	冀
jila	蜡
jilb	吉林
