：“	;q
科幻	kehr
客户	kehu
刻画	kehx
课后	kehz
客车	keie
磕碜	keif
课程	keig
客场	keih
可耻	keii
客串	keir
科技	keji
可敬	kejk
可将	kejl
可见	kejm
科教	kejn
可就	kejq
科举	keju
客家	kejx
可靠	kekc
苛刻	keke
可看	kekj
可控	keks
刻苦	keku
可口	kekz
可怜	kelm
克拉	kela
可乐	kele
颗粒	keli
客流	kelq
克隆	kels
刻录	kelu
客轮	kely
客满	kemj
科目	kemu
可能	keng
可逆	keni
可怕	kepa
磕碰	kepg
渴盼	kepj
客票	kepn
科普	kepu
可亲	keqb
客气	keqi
课前	keqm
渴求	keqq
可取	kequ
客人	kerf
渴死	kesi
可算	kesr
可塑	kesu
咳嗽	kesz
客套	ketc
课堂	keth
课题	keti
可叹	ketj
客厅	ketk
可调	ketn
磕头	ketz
客商	keuh
客舍	keue
可是	keui
瞌睡	keuv
恪守	keuz
克制	kevi
苛政	kevg
科长	kevh
客栈	kevj
课桌	kevo
课外	kewd
课文	kewf
渴望	kewh
可恶	kewu
可谓	keww
可信	kexb
可惜	kexi
可行	kexk
可笑	kexn
可选	kexr
科学	kext
可要	keyc
科研	keyj
客源	keyr
可用	keys
可与	keyu
客运	keyy
苛责	keze
可憎	kezg
刻字	kezi
狂风暴雨	kfby
口福不浅	kfbq
肯定	kfdk
肯干	kfgj
空腹高心	kfgx
垦荒	kfhl
跨凤乘鸾	kfil
啃老	kflc
狂蜂浪蝶	kfld
恳求	kfqq
恳切	kfqp
恳谈	kftj
开发商	kfuh
肯为	kfww
开放性	kfxk
口服心服	kfxf
口服液	kfye
孔夫子	kfzi
克格勃	kgbo
坑爹	kgdp
坑道	kgdc
客观规律	kggl
坑害	kghd
吭哧	kgii
可歌可泣	kgkq
看过了	kgle
坑蒙	kgmg
刻骨铭心	kgmx
开弓没有回头箭	kgmj
坑骗	kgpm
铿锵	kgql
吭气	kgqi
客观情况	kgqk
坑人	kgrf
客观条件	kgtj
吭声	kgug
客观事实	kguu
口干舌燥	kguz
坑洼	kgwa
客观性	kgxk
客观原因	kgyy
客观因素	kgys
抗癌	khai
抗辩	khbm
葵花宝典	khbd
客户端	khdr
康定	khdk
宽宏大度	khdd
宽宏大量	khdl
抗跌	khdp
抗毒	khdu
口惠而实不至	khev
亢奋	khff
康复	khfu
苦哈哈	khha
抗衡	khhg
抗旱	khhj
抗洪	khhs
开怀畅饮	khiy
开花结果	khjg
抗击	khji
抗拒	khju
抗洪救灾	khjz
慷慨	khkd
伉俪	khli
康乐	khle
狂轰滥炸	khlv
抗命	khmk
扛起	khqi
扛枪	khql
抗日	khri
抗诉	khsu
抗体	khti
炕头	khtz
扛着	khve
抗战	khvj
抗震	khvf
抗争	khvg
苦海无边	khwb
康熙	khxi
抗议	khyi
抗压	khya
葵花籽	khzi
抗灾	khzd
扛走	khzz
科幻片	khpm
开场白	kibd
开诚布公	kibg
口出不逊	kibx
口齿不清	kibq
空城计	kiji
口出狂言	kiky
看出来	kild
看穿了	kile
口齿伶俐	kill
可乘之机	kivj
开创性	kixk
看报	kjbc
看吧	kjba
看病	kjbk
堪比	kjbi
看家本领	kjbl
勘测	kjce
看错	kjco
抗拒从严	kjcy
看到	kjdc
看打	kjda
看待	kjdd
刊登	kjdg
看低	kjdi
看淡	kjdj
看点	kjdm
砍掉	kjdn
看跌	kjdp
砍断	kjdr
看懂	kjds
看法	kjfa
克己奉公	kjfg
快捷方式	kjfu
看过	kjgo
看管	kjgr
苦尽甘来	kjgl
看好	kjhc
看护	kjhu
勘察	kjia
砍柴	kjid
看成	kjig
看穿	kjir
看出	kjiu
口角春风	kjif
看见	kjjm
勘校	kjjn
看家	kjjx
看看	kjkj
坎坷	kjke
看来	kjld
看了	kjle
戡乱	kjlr
看门	kjmf
看破	kjpo
看盘	kjpj
看齐	kjqi
看清	kjqk
看球	kjqq
看人	kjrf
看似	kjsi
看台	kjtd
勘探	kjtj
看图	kjtu
看透	kjtz
看啥	kjua
看上	kjuh
会计师	kjui
看书	kjuu
看谁	kjuw
看谁	kjuv
看守	kjuz
看着	kjve
看涨	kjvh
看中	kjvs
恪尽职守	kjvu
看望	kjwh
看完	kjwj
刊物	kjwu
看下	kjxx
看戏	kjxi
看向	kjxl
堪忧	kjyz
看押	kjya
可见一斑	kjyb
看样	kjyh
勘验	kjyj
开卷有益	kjyy
看作	kjzo
苛捐杂税	kjzu
科技大学	kjdx
快报	kkbc
磕磕绊绊	kkbb
苦苦哀求	kkaq
快步	kkbu
开口闭口	kkbk
快餐	kkcj
快到	kkdc
快递	kkdi
快点	kkdm
侃侃而谈	kket
快感	kkgj
快攻	kkgs
快活	kkho
快车	kkie
慷慨陈词	kkic
快捷	kkjp
快进	kkjb
慷慨激昂	kkja
慷慨就义	kkjy
会计	kkji
快件	kkjm
慷慨解囊	kkjn
快看	kkkj
可口可乐	kkkl
快来	kkld
快乐	kkle
快快乐乐	kkll
苦口良药	kkly
快慢	kkmj
快马	kkma
快门	kkmf
刻苦耐劳	kknl
快跑	kkpc
磕磕碰碰	kkpp
苦口婆心	kkpx
块钱	kkqm
客客气气	kkqq
夸夸其谈	kkqt
快去	kkqu
空空如也	kkry
快速	kksu
快艇	kktk
快退	kktv
哭哭啼啼	kktt
快说	kkuo
空口说白话	kkuh
口口声声	kkuu
快照	kkvc
快慰	kkww
空口无凭	kkwp
可靠性	kkxk
口口相传	kkxi
开开心心	kkxx
快线	kkxm
快些	kkxp
快讯	kkxy
快要	kkyc
快意	kkyi
快走	kkzz
筷子	kkzi
狂傲	klao
狂奔	klbf
狂暴	klbc
苦乐不均	klbj
狂飙	klbn
矿藏	klch
旷达	klda
矿灯	kldg
狂跌	kldp
克罗地亚	kldy
开朗大方	kldf
狂风	klfg
狂放	klfh
匡扶	klfu
狂吠	klfw
旷工	klgs
旷古	klgu
狂欢	klhr
狂吼	klhz
狂潮	klic
矿产	klij
靠脸吃饭	klif
框架	kljx
矿井	kljk
狂叫	kljn
旷课	klke
框框	klkl
狂乱	kllr
克里姆林宫	klmg
矿难	klnj
卡拉OK	klok
诓骗	klpm
况且	klqp
矿泉	klqr
伉俪情深	klqu
狂热	klre
狂人	klrf
狂涛	kltc
狂徒	kltu
矿砂	klua
矿石	klui
矿山	kluj
匡正	klvg
可怜之人必有可恨之处	klvi
矿物	klwu
狂妄	klwh
狂笑	klxn
狂喜	klxi
狂想	klxl
开路先锋	klxf
旷野	klye
狂言	klyj
诳语	klyu
看了一眼	klyy
亢龙有悔	klyh
看了一下	klyx
狂躁	klzc
考虑再三	klzs
口蜜腹剑	kmfj
枯木逢春	kmfi
坑蒙拐骗	kmgp
开门见山	kmju
快马加鞭	kmjb
开门揖盗	kmyd
喀麦隆	kmls
开幕式	kmui
孔孟之道	kmvd
口没遮拦	kmvl
快马一鞭	kmyb
抗美援朝	kmyi
可能吧	knba
跨年度	kndu
困难重重	knii
可能吗	knma
可能性	knxk
肯尼亚	knya
阔别	kobp
扩版	kobj
扩编	kobm
阔步	kobu
扩大	koda
括号	kohc
括弧	kohu
阔绰	koio
扩充	kois
扩建	kojm
扩军	kojy
阔佬	kolc
阔气	koqi
扩容	kors
扩散	kosj
阔少	kouc
扩展	kovj
扩招	kovc
扩张	kovh
看破红尘	kphi
堪培拉	kpla
开篇伊始	kpyu
口气不善	kqbu
空前绝后	kqjh
看情况	kqkl
口腔溃疡	kqky
克勤克俭	kqkj
口腔科	kqke
可圈可点	kqkd
看起来	kqld
矿泉水	kquv
可取之处	kqvi
岿然不动	krbd
宽带	krdd
宽大	krda
宽度	krdu
款额	kree
宽幅	krfu
宽泛	krfj
宽广	krgl
宽厚	krhz
宽怀	krhk
宽宏	krhs
宽敞	krih
旷日持久	krij
宽绰	krio
喟然长叹	krit
苦肉计	krji
宽阔	krko
款款	krkr
快人快语	krky
宽了	krle
看热闹	krnc
宽屏	krpk
宽容	krrs
宽松	krss
款式	krui
宽恕	kruu
宽窄	krvd
宽慰	krww
款项	krxl
宽心	krxb
口若悬河	krxh
宽限	krxm
扣人心弦	krxx
看人下菜	krxc
宽裕	kryu
款爷	krye
宽衣	kryi
空白	ksbd
恐怖	ksbu
空仓	ksch
空挡	ksdh
空地	ksdi
空洞	ksds
空房	ksfh
空翻	ksfj
空腹	ksfu
恐高	ksgc
空格	ksge
控股	ksgu
恐慌	kshl
恐吓	kshe
空行	kshh
空喊	kshj
空号	kshc
空幻	kshr
空话	kshx
箜篌	kshz
空间	ksjm
空寂	ksji
空降	ksjl
空姐	ksjp
恐惧	ksju
空军	ksjy
空空	ksks
空壳	kske
空旷	kskl
空口	kskz
空了	ksle
空灵	kslk
恐龙	ksls
空门	ksmf
空码	ksma
孔孟	ksmg
孔庙	ksmn
苦思冥想	ksmx
空难	ksnj
恐怕	kspa
控盘	kspj
空瓶	kspk
空气	ksqi
空前	ksqm
控球	ksqq
孔雀	ksqt
控诉	kssu
空调	kstn
空头	kstz
空谈	kstj
客死他乡	kstx
空手	ksuz
空着	ksve
控制	ksvi
空战	ksvj
哭丧着脸	ksvl
空中	ksvs
客随主便	ksvb
空位	ksww
空无	kswu
科索沃	kswo
可塑性	ksxk
空心	ksxb
空隙	ksxi
空想	ksxl
空闲	ksxm
空虚	ksxu
空运	ksyy
空余	ksyu
空载	kszd
孔子	kszi
口吐白沫	ktbm
科特迪瓦	ktdw
卡塔尔	kter
客套话	kthx
哭天喊地	kthd
口头禅	ktij
开天辟地	ktpd
哭天抢地	ktqd
慷他人之慨	ktrk
口头上	ktuh
看图识字	ktuz
空头支票	ktvp
口头语	ktyu
酷爱	kuai
苦熬	kuao
苦逼	kubi
恪守不渝	kuby
枯草	kucc
库存	kucy
苦等	kudg
裤裆	kudh
苦胆	kudj
苦读	kudu
裤兜	kudz
空手道	kudc
空手而归	kueg
库房	kufh
枯槁	kugc
苦干	kugj
苦果	kugo
裤管	kugr
苦工	kugs
枯骨	kugu
苦瓜	kugx
口水话	kuhx
苦海	kuhd
哭喊	kuhj
枯黄	kuhl
瞌睡虫	kuis
裤衩	kuia
苦差	kuid
苦楚	kuiu
枯寂	kuji
枯井	kujk
裤脚	kujn
枯竭	kujp
苦酒	kujq
苦苦	kuku
可上可下	kukx
哭了	kule
苦劳	kulc
苦力	kuli
苦练	kulm
窟窿	kuls
骷髅	kulz
苦闷	kumf
苦命	kumk
枯木	kumu
苦恼	kunc
苦难	kunj
看上去	kuqu
哭泣	kuqi
旷世奇才	kuqc
苦劝	kuqr
哭穷	kuqs
苦荞	kuqn
酷热	kure
苦涩	kuse
哭丧	kush
酷似	kusi
哭诉	kusu
苦头	kutz
苦痛	kuts
裤腿	kutv
空手套白狼	kutl
哭声	kuug
酷暑	kuuu
苦水	kuuv
枯瘦	kuuz
哭着	kuve
枯枝	kuvi
苦战	kuvj
苦衷	kuvs
口舌之争	kuvv
枯萎	kuww
裤袜	kuwa
口说无凭	kuwp
苦心	kuxb
口是心非	kuxf
酷刑	kuxk
苦笑	kuxn
苦学	kuxt
裤腰	kuyc
困兽犹斗	kuyd
枯叶	kuye
苦役	kuyi
苦于	kuyu
枯燥	kuzc
裤子	kuzi
溃败	kvbd
亏本	kvbf
看着办	kvbj
枯枝败叶	kvby
控制不住	kvbv
窥测	kvce
亏待	kvdd
愧对	kvdv
匮乏	kvfa
葵花	kvhx
开张吃三年	kvin
窥见	kvjm
愧疚	kvjq
盔甲	kvjx
抗震救灾	kvjz
亏空	kvks
亏了	kvle
空中楼阁	kvlg
溃烂	kvlj
傀儡	kvlw
空置率	kvlv
扩展名	kvmk
苛政猛于虎	kvmh
控制面板	kvmb
窥破	kvpo
刻舟求剑	kvqj
亏欠	kvqm
岿然	kvrj
脍炙人口	kvrk
亏损	kvsy
愧色	kvse
馈送	kvss
溃逃	kvtc
窥探	kvtj
溃退	kvtv
窥视	kvui
魁梧	kvwu
魁伟	kvww
亏心	kvxb
溃疡	kvyh
馈赠	kvzg
苦中作乐	kvzl
勘误表	kwbn
可望不可即	kwbj
可望而不可即	kwej
矿务局	kwju
科威特	kwte
可谓是	kwui
矿物质	kwvi
口无遮拦	kwvl
开玩笑	kwxn
开玩笑的	kwxd
孔武有力	kwyl
空无一人	kwyr
空无一物	kwyw
狂妄自大	kwzd
挎包	kxbc
哭笑不得	kxbd
夸大	kxda
跨度	kxdu
可想而知	kxev
跨国	kxgo
胯骨	kxgu
苦心孤诣	kxgy
跨行	kxhh
跨海	kxhd
夸下海口	kxhk
开小差	kxid
跨出	kxiu
科学家	kxjx
夸奖	kxjl
跨进	kxjb
跨界	kxjp
苦心经营	kxjy
夸口	kxkz
可喜可贺	kxkh
垮了	kxle
空穴来风	kxlf
跨栏	kxlj
跨年	kxnm
跨排	kxpd
跨入	kxru
苦行僧	kxsg
垮塌	kxta
垮台	kxtd
口香糖	kxth
跨市	kxui
跨省	kxug
夸张	kxvh
胯下之辱	kxvr
可行性	kxxk
胯下	kxxx
跨越	kxyt
夸耀	kxyc
跨洋	kxyh
空喜一场	kxyi
夸赞	kxzj
开小灶	kxzc
看一遍	kybm
捆绑	kybh
可遇不可求	kybq
看也不看	kybk
快一点	kydm
宽以待人	kydr
困顿	kydy
可以的话	kydh
困厄	kyee
困乏	kyfa
捆缚	kyfu
困惑	kyho
开夜车	kyie
昆虫	kyis
困境	kyjk
开源节流	kyjl
困倦	kyjr
困窘	kyjs
困局	kyju
宽衣解带	kyjd
看一看	kykj
困苦	kyku
可有可无	kykw
困了	kyle
昆仑	kyly
昆明	kymk
困难	kynj
鲲鹏	kypg
昆曲	kyqu
困扰	kyrc
可与人言无二三	kyrs
困死	kysi
跨越式	kyui
困住	kyvu
捆着	kyve
看一下	kyxx
抗药性	kyxk
快一些	kyxp
溃于蚁穴	kyyx
看样子	kyzi
口岸	kzan
叩拜	kzbd
口碑	kzbw
口才	kzcd
口袋	kzdd
扣掉	kzdn
扣发	kzfa
扣分	kzff
扣费	kzfw
口风	kzfg
口服	kzfu
口感	kzgj
扣光	kzgl
口供	kzgs
口号	kzhc
口红	kzhs
扣除	kziu
口吃	kzii
口臭	kziz
口技	kzji
口径	kzjk
扣减	kzjm
口角	kzjn
口诀	kzjt
口渴	kzke
口快	kzkk
扣款	kzkr
扣篮	kzlj
口令	kzlk
口粮	kzll
扣留	kzlq
抠门	kzmf
开宗明义	kzmy
扣钱	kzqm
口气	kzqi
口琴	kzqb
口腔	kzql
扣球	kzqq
扣肉	kzrz
口算	kzsr
口头	kztz
口条	kztn
扣杀	kzua
口哨	kzuc
口舌	kzue
扣上	kzuh
口试	kzui
口述	kzuu
口水	kzuv
扣住	kzvu
口罩	kzvc
口中	kzvs
口味	kzww
口吻	kzwf
口误	kzwu
口信	kzxb
叩谢	kzxp
扣押	kzya
口音	kzyb
口译	kzyi
看在眼里	kzyl
口语	kzyu
口子	kzzi
喇叭	laba
蜡笔	labi
拉倒	ladc
拉丁	ladk
拉动	lads
拉风	lafg
拉高	lagc
拉黑	lahw
拉回	lahv
柳暗花明又一村	lahc
蜡黄	lahl
柳暗花明	lahm
拉环	lahr
拉扯	laie
拉长	laih
拉出	laiu
拉近	lajb
垃圾	laji
辣椒	lajn
拉锯	laju
拉架	lajx
拉开	lakd
拉客	lake
啦啦	lala
拉力	lali
拉链	lalm
拉拢	lals
拉面	lamm
喇嘛	lama
腊梅	lamw
拉票	lapn
拉平	lapk
拉起	laqi
腊肉	larz
拉萨	lasa
拉锁	laso
邋遢	lata
拉抬	latd
拉伸	lauf
拉升	laug
拉屎	laui
拉手	lauz
拉着	lave
拉闸	lava
蜡烛	lavu
辣味	laww
蜡丸	lawj
拉网	lawh
落下	laxx
拉稀	laxi
蜡像	laxl
腊月	layt
拉杂	laza
辣子	lazi
淋巴	lbba
拎包	lbbc
邻邦	lbbh
狼狈不堪	lbbk
临别	lbbp
力不从心	lbcx
临到	lbdc
了不得	lbde
联邦调查局	lbdj
老伴儿	lber
磷肥	lbfw
邻国	lbgo
老本行	lbhh
林场	lbih
临产	lbij
临床	lbil
来不及	lbji
临近	lbjb
临界	lbjp
来不及了	lbjl
兰博基尼	lbjn
邻居	lbju
邻家	lbjx
临考	lbkc
临空	lbks
离不开	lbkd
礼不可废	lbkf
磷矿	lbkl
牢不可破	lbkp
乐不可支	lbkv
来不来	lbld
累不累	lblw
冷不冷	lblg
琳琅	lblh
凛冽	lblp
利比里亚	lbly
临门	lbmf
临摹	lbmo
林木	lbmu
厉兵秣马	lbmm
老板娘	lbnl
力不能及	lbnj
黎巴嫩	lbnf
鳞片	lbpm
临盆	lbpf
了不起	lbqi
萝卜青菜	lbqc
萝卜青菜，各有所爱	lbqa
临去	lbqu
劣币驱逐良币	lbqb
凛然	lbrj
吝啬	lbse
临死	lbsi
磷酸	lbsr
乐不思蜀	lbsu
老不死的	lbsd
老半天	lbtm
临帖	lbtp
临潼	lbts
临头	lbtz
邻省	lbug
临时	lbui
力不胜任	lbur
临睡	lbuv
路不拾遗	lbuy
狼奔豕突	lbut
力拔山河	lbuh
留不住	lbvu
临阵	lbvf
林芝	lbvi
临战	lbvj
鳞状	lbvl
临终	lbvs
狼狈为奸	lbwj
两不误	lbwu
狼狈万状	lbwv
拎着	lbve
吝惜	lbxi
临行	lbxk
聊表心意	lbxy
两不相干	lbxg
遴选	lbxr
林荫	lbyb
林园	lbyr
淋雨	lbyu
利比亚	lbya
林子	lbzi
邻座	lbzo
珞巴族	lbzu
临走	lbzz
老爸	lcba
劳保	lcbc
老本	lcbf
老板	lcbj
老兵	lcbk
老伯	lcbo
老表	lcbn
乐此不疲	lcbp
老辈	lcbw
立此存照	lccv
老大	lcda
唠叨	lcdc
老弟	lcdi
老店	lcdm
老爹	lcdp
劳动	lcds
劳顿	lcdy
老二	lcer
劳烦	lcfj
牢房	lcfh
老夫	lcfu
老公	lcgs
劳改	lcgd
老哥	lcge
牢固	lcgu
老汉	lchj
老火	lcho
老虎	lchu
老化	lchx
老抽	lciz
老巢	lcic
牢记	lcji
老茧	lcjm
老窖	lcjn
老姐	lcjp
老家	lcjx
牢靠	lckc
唠嗑	lcke
劳苦	lcku
姥姥	lclc
老了	lcle
劳力	lcli
老龄	lclk
老练	lclm
牢笼	lcls
劳碌	lclu
劳累	lclw
老妈	lcma
老迈	lcmd
牢门	lcmf
劳模	lcmo
老母	lcmu
老衲	lcna
老娘	lcnl
老年	lcnm
老鸟	lcnn
老婆	lcpo
老牌	lcpd
捞取	lcqu
捞钱	lcqm
老人	lcrf
绿草如茵	lcry
牢骚	lcsc
屡次三番	lcsf
劳损	lcsy
老头	lctz
老太	lctd
老天	lctm
老土	lctu
老套	lctc
老师	lcui
老少	lcuc
劳神	lcuf
老说	lcuo
老鼠	lcuu
老手	lcuz
老者	lcve
鳞次栉比	lcvb
落枕	lcvf
老宅	lcvd
零存整取	lcvq
另存为	lcww
老外	lcwd
老翁	lcwg
老挝	lcwo
劳务	lcwu
落草为寇	lcwk
老兄	lcxs
劳心	lcxb
老乡	lcxl
老小	lcxn
老朽	lcxq
老鸭	lcya
烙印	lcyb
老爷	lcye
老鹰	lcyk
老远	lcyr
捞鱼	lcyu
老友	lcyz
老妖	lcyc
老早	lczc
老子	lczi
劳作	lczo
老总	lczs
流窜作案	lcza
来吧	ldba
来宾	ldbb
雷打不动	ldbd
漏洞百出	ldbi
另当别论	ldbl
老大不小	ldbx
来此	ldci
来到	lddc
来得	ldde
来电	lddm
来访	ldfh
来犯	ldfj
来个	ldge
来稿	ldgc
来过	ldgo
来回	ldhv
来函	ldhj
来潮	ldic
立地成佛	ldif
老调重弹	ldit
来得及	ldji
来劲	ldjb
劳动局	ldju
雷电交加	ldjj
来讲	ldjl
老大姐	ldjp
离得开	ldkd
来客	ldke
来看	ldkj
来了	ldle
来啦	ldla
来临	ldlb
来历	ldli
来路	ldlu
拉丁美洲	ldmv
灵丹妙药	ldmy
老大难	ldnj
来年	ldnm
老大娘	ldnl
赖皮	ldpi
来去	ldqu
留得青山在	ldqz
来人	ldrf
来日	ldri
锒铛入狱	ldry
礼多人不怪	ldrg
来得容易去得快	ldrk
来头	ldtz
李代桃僵	ldtj
老大徒伤悲	ldtb
来生	ldug
来世	ldui
来说	lduo
来着	ldve
赖账	ldvh
来往	ldwh
来玩	ldwj
老大无成	ldwi
力大无穷	ldwq
流动性	ldxk
来信	ldxb
来袭	ldxi
浪得虚名	ldxm
老掉牙	ldya
落地有声	ldyu
利大于弊	ldyb
来源	ldyr
老当益壮	ldyv
乱点鸳鸯	ldyy
来由	ldyz
老大爷	ldye
乱点鸳鸯谱	ldyp
来自	ldzi
流动资金	ldzj
拉丁字母	ldzm
连带责任	ldzr
老而不死	lebs
老而不死是为贼	lebz
两耳不闻窗外事	lebu
乐得	lede
乐观	legr
勒令	lelk
乐趣	lequ
勒索	leso
乐土	letu
乐事	leui
乐山	leuj
乐而忘返	lewf
劳而无功	lewg
乐园	leyr
乐意	leyi
乐于	leyu
乐子	lezi
流芳百世	lfbu
龙飞凤舞	lffw
绿肥红瘦	lfhu
鸾凤和鸣	lfhm
龙凤呈祥	lfix
老夫老妻	lflq
两方面	lfmm
立方米	lfmi
流芳千古	lfqg
立方体	lfti
轮番上阵	lfuv
老夫少妻	lfuq
两分钟	lfvs
罗敷有夫	lfyf
冷傲	lgao
冷藏	lgch
冷菜	lgcd
冷淡	lgdj
冷冻	lgds
连滚带爬	lgdp
两个多月	lgdy
两个多小时	lgdu
两个多钟	lgdv
连锅端	lgdr
冷风	lgfg
冷饭	lgfj
龙肝凤脑	lgfn
冷敷	lgfu
冷柜	lggv
冷宫	lggs
泸沽湖	lghu
冷汗	lghj
冷场	lgih
冷寂	lgji
冷静	lgjk
冷箭	lgjm
棱角	lgjn
冷峻	lgjy
理工科	lgke
冷酷	lgku
冷了	lgle
冷冷	lglg
冷脸	lglm
冷落	lglo
冷门	lgmf
冷漠	lgmo
冷暖	lgnr
冷凝	lgnk
冷僻	lgpi
冷盘	lgpj
冷清	lgqk
冷气	lgqi
六根清净	lgqj
冷枪	lgql
冷却	lgqt
两个人	lgrf
冷热	lgre
冷死	lgsi
冷色	lgse
棱台	lgtd
冷烫	lgth
冷天	lgtm
冷水	lguv
立功赎罪	lguz
两个钟	lgvs
立国之本	lgvb
愣着	lgve
愣怔	lgvg
冷战	lgvj
两个钟头	lgvt
乐观主义	lgvy
劣根性	lgxk
冷笑	lgxn
冷血	lgxt
两个小时	lgxu
两个星期	lgxq
两个月	lgyt
冷饮	lgyb
流光溢彩	lgyc
冷眼	lgyj
冷遇	lgyu
两个字	lgzi
理工大学	lgdx
厉害吧	lhba
脸红脖子粗	lhbc
狼狈	lhbw
浪荡	lhdh
朗读	lhdu
灵活多变	lhdb
梨花带雨	lhdy
落荒而逃	lhet
浪费	lhfw
廊坊	lhfh
狼狗	lhgz
联合国	lhgo
狼嚎	lhhc
狼孩	lhhd
乐呵呵	lhhe
乱哄哄	lhhs
浪花	lhhx
浪潮	lhic
炉火纯青	lhiq
灵活机动	lhjd
狼藉	lhji
烈火见真金	lhjj
郎君	lhjy
老花镜	lhjk
老黄历	lhli
朗朗	lhlh
落花流水	lhlu
两河流域	lhly
癞蛤蟆	lhma
浪漫	lhmj
癞蛤蟆想吃天鹅肉	lhmr
老黄牛	lhnq
氯化钠	lhna
老虎屁股摸不得	lhpd
狼犬	lhqr
狼群	lhqy
零花钱	lhqm
朗诵	lhss
老糊涂	lhtu
浪涛	lhtc
榔头	lhtz
老汉推车	lhti
两回事	lhui
朗声	lhug
老和尚	lhuh
兰花指	lhvi
联合政府	lhvf
郎中	lhvs
狼窝	lhwo
联欢晚会	lhwh
灵活性	lhxk
两虎相斗	lhxd
利害相关	lhxg
脸红心跳	lhxt
两虎相争	lhxv
狼牙	lhya
利害攸关	lhyg
狼烟	lhyj
落花有意	lhyy
浪子	lhzi
拉祜族	lhzu
立案	lian
篱笆	liba
礼包	libc
礼拜	libd
利弊	libi
里边	libm
离别	libp
离愁别绪	libx
驴唇不对马嘴	libz
理财	licd
历次	lici
力挫	lico
力道	lidc
历代	lidd
理当	lidh
礼单	lidj
立定	lidk
立冬	lids
力度	lidu
离队	lidv
立法	lifa
立方	lifh
礼服	lifu
礼佛	lifo
理该	ligd
离岗	ligh
立国	ligo
立功	ligs
厉鬼	ligv
厉害	lihd
利好	lihc
离合	lihe
理会	lihv
离婚	lihy
脸朝黄土背朝天	liht
利差	liia
历朝	liic
历程	liig
立场	liih
理出	liiu
老成持重	liiv
立春	liiy
离愁	liiz
礼金	lijb
六朝金粉	lijf
立即	liji
历经	lijk
丽江	lijl
利剑	lijm
立交	lijn
良辰吉日	lijr
例句	liju
离家	lijx
离开	likd
立刻	like
利空	liks
理亏	likv
莅临	lilb
历来	lild
离了	lile
力量	lill
理疗	liln
历练	lilm
利落	lilo
利率	lilv
理论	lily
立马	lima
礼貌	limc
厘米	limi
良辰美景	limj
黎明	limk
里面	limm
罹难	linj
理念	linm
利尿	linn
礼品	lipb
礼炮	lipc
离谱	lipu
理赔	lipw
力捧	lipg
力气	liqi
理清	liqk
力求	liqq
离去	liqu
礼券	liqr
离任	lirf
礼让	lirh
丽日	liri
例如	liru
利润	liry
离骚	lisc
李四	lisi
离散	lisj
利索	liso
礼堂	lith
立体	liti
力挺	litk
力图	litu
里头	litz
厉声	liug
历史	liui
隶属	liuu
理顺	liuy
利爪	livc
力争	livg
理智	livi
力战	livj
立柱	livu
例外	liwd
礼物	liwu
离心	lixb
利息	lixi
理性	lixk
理想	lixl
离线	lixm
离校	lixn
离休	lixq
力学	lixt
立夏	lixx
利益	liyi
理应	liyk
梨园	liyr
利用	liys
利于	liyu
理由	liyz
乱成一锅粥	liyv
例子	lizi
礼赞	lizj
力作	lizo
立足	lizu
利嘴	lizv
乱臣贼子	lizz
蓝本	ljbf
屡教不改	ljbg
篮板	ljbj
路见不平	ljbp
屡禁不止	ljbv
屡见不鲜	ljbx
兰草	ljcc
懒得	ljde
拦挡	ljdh
蓝底	ljdi
烂掉	ljdn
懒惰	ljdo
滥发	ljfa
棱角分明	ljfm
廉洁奉公	ljfg
老骥伏枥	ljfl
良家妇女	ljfn
栏杆	ljgj
懒鬼	ljgv
蓝光	ljgl
揽过	ljgo
懒汉	ljhj
兰花	ljhx
老江湖	ljhu
龙井茶	ljia
缆车	ljie
拉家常	ljih
老将出马	ljim
老将出马，一个顶俩	ljil
懒虫	ljis
蓝筹	ljiz
辣椒酱	ljjl
老奸巨猾	ljjh
拦击	ljji
亮晶晶	ljjk
懒觉	ljjn
拦截	ljjp
揽客	ljke
篮筐	ljkl
烂了	ljle
蓝蓝	ljlj
蓝领	ljlk
拦路	ljlu
褴褛	ljlv
廉价劳动力	ljll
栏目	ljmu
烂泥	ljni
离经叛道	ljpd
蓝屏	ljpk
烂片	ljpm
立交桥	ljqn
篮球	ljqq
懒人	ljrf
蓝色	ljse
懒散	ljsj
垃圾桶	ljts
篮坛	ljtj
蓝天	ljtm
蓝图	ljtu
励精图治	ljtv
浪迹天涯	ljty
乐极生悲	ljub
缆绳	ljug
阑珊	ljuj
烂熟	ljuu
拦着	ljve
烂账	ljvh
拦住	ljvu
兰州	ljvz
拉锯战	ljvj
拦网	ljwh
阑尾	ljww
垃圾箱	ljxl
蓝线	ljxm
落井下石	ljxu
拦下	ljxx
逻辑性	ljxk
蓝牙	ljya
拦腰	ljyc
灵机一动	ljyd
略见一斑	ljyb
滥用	ljys
了解一下	ljyx
篮子	ljzi
廉洁自律	ljzl
拦阻	ljzu
烂醉	ljzv
乱箭攒心	ljzx
另案	lkan
领班	lkbj
灵便	lkbm
另册	lkce
另存	lkcy
领导	lkdc
领带	lkdd
铃铛	lkdh
领地	lkdi
灵丹	lkdj
伶仃	lkdk
零点	lkdm
灵动	lkds
零度	lkdu
领队	lkdv
